Genotype_Micro,Genotype,known_geno,Treatment,Tank,number_Samples,Final_State,R_final_state,Final_fraction_Disease,Days_to_disease_signs,days_from_initial_to_final,General_Notes,Extra_notes,extra2_notes,extra3_notes,Experiment,sample,tube_number,box,ID_Micro,SampleLocation,Disease_Exposed,Disease_Outcome,Disease_Prevalence,Sample_Uniq_ID,Exp_1,Exp_2,Exp_3,Exp_4,Sampled,timepoint,sample_date,Date_initial,Date_final,Date_exp_started,Real_timepoint,R_TP,R_treat,Order_TP
GB14,GB14,N,D,49,3,Diseased,Diseased,0.85,6,0,NA,NA,NA,NA,4,128-2_3/28/22,128,2,49 _ 4 _ GB14,T_128_Exp_4_Box_2,1,1,0.666666667,T_128_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/6/22,3/31/22,Pre_Exposure,PE,C,1
M32,M32,N,D,49,3,Diseased,Diseased,0.8,6,0,NA,NA,NA,NA,4,129-2_3/28/22,129,2,49 _ 4 _ M32,T_129_Exp_4_Box_2,1,1,0.666666667,T_129_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/6/22,3/31/22,Pre_Exposure,PE,C,1
GB16,GB16,N,D,50,3,Diseased,Diseased,0.95,5,0,NA,NA,NA,NA,4,130-2_3/28/22,130,2,50 _ 4 _ GB16,T_130_Exp_4_Box_2,1,1,1,T_130_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/5/22,3/31/22,Pre_Exposure,PE,C,1
M30,M30,N,D,14,3,Diseased,Diseased,0.3,4,0,NA,NA,NA,NA,4,59-1_3/28/22,59,1,14 _ 4 _ M30,T_59_Exp_4_Box_1,1,1,1,T_59_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/4/22,3/31/22,Pre_Exposure,PE,C,1
M29,M29,N,D,15,3,Diseased,Diseased,0.9,6,0,NA,NA,NA,NA,4,62-1_3/28/22,62,1,15 _ 4 _ M29,T_62_Exp_4_Box_1,1,1,1,T_62_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/6/22,3/31/22,Pre_Exposure,PE,C,1
M21,M21,N,D,16,3,Diseased,Diseased,0.95,13,0,NA,NA,NA,NA,4,63-1_3/28/22,63,1,16 _ 4 _ M21,T_63_Exp_4_Box_1,1,1,0.666666667,T_63_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/13/22,3/31/22,Pre_Exposure,PE,C,1
M2,M2,N,D,17,3,Diseased,Diseased,0.1,3,0,NA,NA,NA,NA,4,65-1_3/28/22,65,1,17 _ 4 _ M2,T_65_Exp_4_Box_1,1,1,1,T_65_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/3/22,3/31/22,Pre_Exposure,PE,C,1
F12,F12,Y,D,18,2,Diseased,Diseased,0.15,1,0,NA,NA,NA,NA,4,67-1_3/28/22,67,1,18 _ 4 _ F12,T_67_Exp_4_Box_1,1,1,1,T_67_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/1/22,3/31/22,Pre_Exposure,PE,C,1
M4,M4,N,D,19,3,Diseased,Diseased,0.1,3,0,NA,NA,NA,NA,4,69-1_3/28/22,69,1,19 _ 4 _ M4,T_69_Exp_4_Box_1,1,1,0.666666667,T_69_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/3/22,3/31/22,Pre_Exposure,PE,C,1
M13,M13,N,D,20,3,Diseased,Diseased,0.75,13,0,NA,NA,NA,NA,4,72-1_3/28/22,72,1,20 _ 4 _ M13,T_72_Exp_4_Box_1,1,1,0.666666667,T_72_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/13/22,3/31/22,Pre_Exposure,PE,C,1
M35,M35,N,D,21,3,Diseased,Diseased,0.4,7,0,NA,NA,NA,NA,4,73-1_3/28/22,73,1,21 _ 4 _ M35,T_73_Exp_4_Box_1,1,1,1,T_73_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/7/22,3/31/22,Pre_Exposure,PE,C,1
M20,M20,N,D,22,3,Diseased,Diseased,0.5,10,0,NA,NA,NA,NA,4,75-1_3/28/22,75,1,22 _ 4 _ M20,T_75_Exp_4_Box_1,1,1,0.666666667,T_75_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/10/22,3/31/22,Pre_Exposure,PE,C,1
F12,F12,Y,D,26,3,Diseased,Diseased,0.5,4,0,NA,NA,NA,NA,4,84-2_3/28/22,84,2,26 _ 4 _ F12,T_84_Exp_4_Box_2,1,1,1,T_84_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/4/22,3/31/22,Pre_Exposure,PE,C,1
M8,M8,N,D,29,3,Diseased,Diseased,0.1,8,0,NA,NA,NA,NA,4,90-2_3/28/22,90,2,29 _ 4 _ M8,T_90_Exp_4_Box_2,1,1,0.5,T_90_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/8/22,3/31/22,Pre_Exposure,PE,C,1
M31,M31,N,D,30,3,Diseased,Diseased,0.3,6,0,NA,NA,NA,NA,4,91-2_3/28/22,91,2,30 _ 4 _ M31,T_91_Exp_4_Box_2,1,1,0.666666667,T_91_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/6/22,3/31/22,Pre_Exposure,PE,C,1
GB15,GB15,N,D,32,3,Diseased,Diseased,0.15,10,0,NA,NA,NA,NA,4,94-2_3/28/22,94,2,32 _ 4 _ GB15,T_94_Exp_4_Box_2,1,1,1,T_94_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/10/22,3/31/22,Pre_Exposure,PE,C,1
M31,M31,N,D,32,3,Diseased,Diseased,0.4,9,0,NA,NA,NA,NA,4,95-2_3/28/22,95,2,32 _ 4 _ M31,T_95_Exp_4_Box_2,1,1,0.666666667,T_95_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/9/22,3/31/22,Pre_Exposure,PE,C,1
GB17,GB17,N,D,33,2,Diseased,Diseased,0.15,1,0,NA,NA,NA,NA,4,96-2_3/28/22,96,2,33 _ 4 _ GB17,T_96_Exp_4_Box_2,1,1,0.666666667,T_96_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/1/22,3/31/22,Pre_Exposure,PE,C,1
M33,M33,N,D,33,3,Diseased,Diseased,0.9,14,0,NA,NA,NA,NA,4,97-2_3/28/22,97,2,33 _ 4 _ M33,T_97_Exp_4_Box_2,1,1,1,T_97_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/14/22,3/31/22,Pre_Exposure,PE,C,1
GB18,GB18,N,D,34,3,Diseased,Diseased,0.95,4,0,NA,NA,NA,NA,4,98-2_3/28/22,98,2,34 _ 4 _ GB18,T_98_Exp_4_Box_2,1,1,1,T_98_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/4/22,3/31/22,Pre_Exposure,PE,C,1
M28,M28,N,D,34,2,Diseased,Diseased,0.2,1,0,NA,NA,NA,NA,4,99-2_3/28/22,99,2,34 _ 4 _ M28,T_99_Exp_4_Box_2,1,1,1,T_99_Exp_4,0,0,0,1,1,Pre_Exposure,3/28/22,NA,4/1/22,3/31/22,Pre_Exposure,PE,C,1
15-111,15_111,Y,D,31,3,Diseased,Diseased,0.5,2,0,NA,NA,NA,NA,2,61-1_2/8/22,61,1,31 _ 2 _ 15-111,T_61_Exp_2_Box_1,1,1,1,T_61_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/14/22,2/14/22,2/12/22,Pre_Exposure,PE,C,1
OF61,OF61,Y,D,50,4,Diseased,Diseased,0.5,1,8,NA,NA,NA,NA,2,100-2_2/8/22,100,2,50 _ 2 _ OF61,T_100_Exp_2_Box_2,1,1,1,T_100_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/21/22,2/12/22,Pre_Exposure,PE,C,1
OF23,OF23,Y,D,8,4,Diseased,Diseased,0.3,1,5,NA,NA,NA,NA,2,15-1_2/8/22,15,1,8 _ 2 _ OF23,T_15_Exp_2_Box_1,1,1,1,T_15_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/18/22,2/12/22,Pre_Exposure,PE,C,1
OF700,OF700,Y,D,11,4,Diseased,Diseased,0.5,1,2,NA,NA,NA,NA,2,22-1_2/8/22,22,1,11 _ 2 _ OF700,T_22_Exp_2_Box_1,1,1,1,T_22_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/15/22,2/12/22,Pre_Exposure,PE,C,1
GB28,GB28,N,D,12,3,Diseased,Diseased,0.5,1,1,NA,NA,NA,NA,2,24-1_2/8/22,24,1,12 _ 2 _ GB28,T_24_Exp_2_Box_1,1,1,1,T_24_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/14/22,2/12/22,Pre_Exposure,PE,C,1
OF201,OF201,Y,D,16,3,Diseased,Diseased,0.5,1,1,NA,NA,NA,NA,2,32-1_2/8/22,32,1,16 _ 2 _ OF201,T_32_Exp_2_Box_1,1,1,1,T_32_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/14/22,2/12/22,Pre_Exposure,PE,C,1
1-OF-2,1_OF_2,Y,D,33,3,Diseased,Diseased,0.6,1,1,NA,NA,NA,NA,2,65-1_2/8/22,65,1,33 _ 2 _ 1-OF-2,T_65_Exp_2_Box_1,1,1,1,T_65_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/14/22,2/12/22,Pre_Exposure,PE,C,1
GB9,GB9,N,D,33,4,Diseased,Diseased,0.4,1,2,NA,NA,NA,NA,2,66-1_2/8/22,66,1,33 _ 2 _ GB9,T_66_Exp_2_Box_1,1,1,1,T_66_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/15/22,2/12/22,Pre_Exposure,PE,C,1
OF649,OF649,Y,D,34,3,Diseased,Diseased,0.6,1,1,NA,NA,NA,NA,2,68-1_2/8/22,68,1,34 _ 2 _ OF649,T_68_Exp_2_Box_1,1,1,1,T_68_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/14/22,2/12/22,Pre_Exposure,PE,C,1
OF96,OF96,Y,D,37,3,Diseased,Diseased,0.5,1,1,NA,NA,NA,NA,2,74-1_2/8/22,74,1,37 _ 2 _ OF96,T_74_Exp_2_Box_1,1,1,0.666666667,T_74_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/14/22,2/12/22,Pre_Exposure,PE,C,1
GB30,GB30,N,D,39,3,Diseased,Diseased,0.15,1,1,NA,NA,NA,NA,2,77-1_2/8/22,77,1,39 _ 2 _ GB30,T_77_Exp_2_Box_1,1,1,1,T_77_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/13/22,2/14/22,2/12/22,Pre_Exposure,PE,C,1
GB23,GB23,N,D,5,3,Diseased,Diseased,0.2,2,4,NA,NA,NA,NA,2,10-1_2/8/22,10,1,5 _ 2 _ GB23,T_10_Exp_2_Box_1,1,1,1,T_10_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/14/22,2/18/22,2/12/22,Pre_Exposure,PE,C,1
S483,S483,Y,D,37,3,Diseased,Diseased,0.5,2,1,NA,NA,NA,NA,2,73-1_2/8/22,73,1,37 _ 2 _ S483,T_73_Exp_2_Box_1,1,1,1,T_73_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/14/22,2/15/22,2/12/22,Pre_Exposure,PE,C,1
OF464,OF464,Y,D,45,3,Diseased,Diseased,0.6,2,1,NA,NA,NA,NA,2,89-2_2/8/22,89,2,45 _ 2 _ OF464,T_89_Exp_2_Box_2,1,1,1,T_89_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/14/22,2/15/22,2/12/22,Pre_Exposure,PE,C,1
OF635,OF635,Y,D,49,3,Diseased,Diseased,0.5,2,1,No control,NA,NA,NA,2,98-2_2/8/22,98,2,49 _ 2 _ OF635,T_98_Exp_2_Box_2,1,1,1,T_98_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/14/22,2/15/22,2/12/22,Pre_Exposure,PE,C,1
15-349,15_349,Y,D,24,4,Diseased,Diseased,0.1,4,3,NA,NA,NA,NA,2,48-1_2/8/22,48,1,24 _ 2 _ 15-349,T_48_Exp_2_Box_1,1,1,0.666666667,T_48_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/16/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
OF99,OF99,Y,D,28,4,Diseased,Diseased,0.5,4,1,NA,NA,NA,NA,2,55-1_2/8/22,55,1,28 _ 2 _ OF99,T_55_Exp_2_Box_1,1,1,1,T_55_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/16/22,2/17/22,2/12/22,Pre_Exposure,PE,C,1
15-350,15_350,Y,D,36,4,Diseased,Diseased,0.3,4,2,NA,NA,NA,NA,2,71-1_2/8/22,71,1,36 _ 2 _ 15-350,T_71_Exp_2_Box_1,1,1,1,T_71_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/16/22,2/18/22,2/12/22,Pre_Exposure,PE,C,1
F32,F32,Y,D,42,4,Diseased,Diseased,0.6,4,1,NA,NA,NA,NA,2,83-2_2/8/22,83,2,42 _ 2 _ F32,T_83_Exp_2_Box_2,1,1,1,T_83_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/16/22,2/17/22,2/12/22,Pre_Exposure,PE,C,1
OF592,OF592,Y,D,30,4,Diseased,Diseased,0.2,5,2,NA,NA,NA,NA,2,60-1_2/8/22,60,1,30 _ 2 _ OF592,T_60_Exp_2_Box_1,1,1,0.5,T_60_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/17/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
GB12,GB12,N,D,10,4,Diseased,Diseased,0.2,6,5,NA,NA,NA,NA,2,19-1_2/8/22,19,1,10 _ 2 _ GB12,T_19_Exp_2_Box_1,1,1,1,T_19_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/18/22,2/23/22,2/12/22,Pre_Exposure,PE,C,1
S331,S331,Y,D,10,4,Diseased,Diseased,0.2,6,1,NA,NA,NA,NA,2,20-1_2/8/22,20,1,10 _ 2 _ S331,T_20_Exp_2_Box_1,1,1,1,T_20_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/18/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
GB20,GB20,N,D,11,4,Diseased,Diseased,0.3,6,1,NA,NA,NA,NA,2,21-1_2/8/22,21,1,11 _ 2 _ GB20,T_21_Exp_2_Box_1,1,1,1,T_21_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/18/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
GB31,GB31,N,D,21,4,Diseased,Diseased,0.5,6,1,NA,NA,NA,NA,2,41-1_2/8/22,41,1,21 _ 2 _ GB31,T_41_Exp_2_Box_1,1,1,1,T_41_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/18/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
OF416,OF416,Y,D,26,4,Diseased,Diseased,0.2,6,1,NA,NA,NA,NA,2,51-1_2/8/22,51,1,26 _ 2 _ OF416,T_51_Exp_2_Box_1,1,1,0.5,T_51_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/18/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
OF200,OF200,Y,D,26,4,Diseased,Diseased,0.5,6,1,NA,NA,NA,NA,2,52-1_2/8/22,52,1,26 _ 2 _ OF200,T_52_Exp_2_Box_1,1,1,1,T_52_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/18/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
S483,S483,Y,D,29,4,Diseased,Diseased,0.2,6,1,"no final pair, but sample taken day before",NA,NA,NA,2,57-1_2/8/22,57,1,29 _ 2 _ S483,T_57_Exp_2_Box_1,1,1,1,T_57_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/18/22,2/19/22,2/12/22,Pre_Exposure,PE,C,1
GB19,GB19,N,D,7,4,Diseased,Diseased,0.3,7,1,NA,NA,NA,NA,2,14-1_2/8/22,14,1,7 _ 2 _ GB19,T_14_Exp_2_Box_1,1,1,1,T_14_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/19/22,2/20/22,2/12/22,Pre_Exposure,PE,C,1
GB21,GB21,N,D,6,4,Diseased,Diseased,0.6,8,1,NA,NA,NA,NA,2,11-1_2/8/22,11,1,6 _ 2 _ GB21,T_11_Exp_2_Box_1,1,1,0.666666667,T_11_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,2/20/22,2/21/22,2/12/22,Pre_Exposure,PE,C,1
S483,S483,Y,D,6,3,Diseased,Diseased,0.6,6,0,NA,NA,NA,NA,2,12-1_2/8/22,12,1,6 _ 2 _ S483,T_12_Exp_2_Box_1,1,1,1,T_12_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/18/22,2/12/22,Pre_Exposure,PE,C,1
OF656,OF656,Y,D,7,3,Diseased,Diseased,0.3,9,0,NA,NA,NA,NA,2,13-1_2/8/22,13,1,7 _ 2 _ OF656,T_13_Exp_2_Box_1,1,1,1,T_13_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/21/22,2/12/22,Pre_Exposure,PE,C,1
OF11,OF11,Y,D,9,3,Diseased,Diseased,0.5,6,0,NA,NA,NA,NA,2,18-1_2/8/22,18,1,9 _ 2 _ OF11,T_18_Exp_2_Box_1,1,1,1,T_18_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/18/22,2/12/22,Pre_Exposure,PE,C,1
UK25,UK25,Y,D,1,3,Diseased,Diseased,0.2,6,0,NA,NA,NA,NA,2,2-1_2/8/22,2,1,1 _ 2 _ UK25,T_2_Exp_2_Box_1,1,1,1,T_2_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/18/22,2/12/22,Pre_Exposure,PE,C,1
GB1,GB1,N,D,12,3,Diseased,Diseased,0.2,4,0,NA,NA,NA,NA,2,23-1_2/8/22,23,1,12 _ 2 _ GB1,T_23_Exp_2_Box_1,1,1,1,T_23_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
GB25,GB25,N,D,13,3,Diseased,Diseased,0.5,3,0,NA,NA,NA,NA,2,25-1_2/8/22,25,1,13 _ 2 _ GB25,T_25_Exp_2_Box_1,1,1,1,T_25_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/15/22,2/12/22,Pre_Exposure,PE,C,1
F32,F32,Y,D,13,3,Diseased,Diseased,0.4,4,0,NA,NA,NA,NA,2,26-1_2/8/22,26,1,13 _ 2 _ F32,T_26_Exp_2_Box_1,1,1,1,T_26_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
AE5,AE5,Y,D,14,3,Diseased,Diseased,0.6,3,0,NA,NA,NA,NA,2,27-1_2/8/22,27,1,14 _ 2 _ AE5,T_27_Exp_2_Box_1,1,1,0.5,T_27_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/15/22,2/12/22,Pre_Exposure,PE,C,1
GB16,GB16,N,D,14,2,Diseased,Diseased,0.5,1,0,NA,NA,NA,NA,2,28-1_2/8/22,28,1,14 _ 2 _ GB16,T_28_Exp_2_Box_1,1,1,1,T_28_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/13/22,2/12/22,Pre_Exposure,PE,C,1
UK 36,UK_36,Y,D,15,2,Diseased,Diseased,0.5,1,0,NA,NA,NA,NA,2,29-1_2/8/22,29,1,15 _ 2 _ UK 36,T_29_Exp_2_Box_1,1,1,1,T_29_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/13/22,2/12/22,Pre_Exposure,PE,C,1
GB29,GB29,N,D,2,3,Diseased,Diseased,0.1,4,0,NA,NA,NA,NA,2,3-1_2/8/22,3,1,2 _ 2 _ GB29,T_3_Exp_2_Box_1,1,1,1,T_3_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
15-353,15_353,Y,D,15,3,Diseased,Diseased,0.3,4,0,NA,NA,NA,NA,2,30-1_2/8/22,30,1,15 _ 2 _ 15-353,T_30_Exp_2_Box_1,1,1,1,T_30_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
S373,S373,Y,D,16,3,Diseased,Diseased,0.9,4,0,NA,NA,NA,NA,2,31-1_2/8/22,31,1,16 _ 2 _ S373,T_31_Exp_2_Box_1,1,1,1,T_31_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
S378,S378,Y,D,17,3,Diseased,Diseased,0.15,3,0,NA,NA,NA,NA,2,33-1_2/8/22,33,1,17 _ 2 _ S378,T_33_Exp_2_Box_1,1,1,1,T_33_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/15/22,2/12/22,Pre_Exposure,PE,C,1
GB22,GB22,N,D,17,2,Diseased,Diseased,0.5,2,0,NA,NA,NA,NA,2,34-1_2/8/22,34,1,17 _ 2 _ GB22,T_34_Exp_2_Box_1,1,1,1,T_34_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/14/22,2/12/22,Pre_Exposure,PE,C,1
OF21,OF21,Y,D,18,2,Diseased,Diseased,0.5,1,0,NA,NA,NA,NA,2,35-1_2/8/22,35,1,18 _ 2 _ OF21,T_35_Exp_2_Box_1,1,1,1,T_35_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/13/22,2/12/22,Pre_Exposure,PE,C,1
GB11,GB11,N,D,18,3,Diseased,Diseased,0.2,4,0,NA,NA,NA,NA,2,36-1_2/8/22,36,1,18 _ 2 _ GB11,T_36_Exp_2_Box_1,1,1,1,T_36_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
OF3,OF3,Y,D,19,3,Diseased,Diseased,0.2,4,0,NA,NA,NA,NA,2,37-1_2/8/22,37,1,19 _ 2 _ OF3,T_37_Exp_2_Box_1,1,1,0.666666667,T_37_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
OF602,OF602,Y,D,19,3,Diseased,Diseased,0.6,5,0,NA,NA,NA,NA,2,38-1_2/8/22,38,1,19 _ 2 _ OF602,T_38_Exp_2_Box_1,1,1,1,T_38_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/17/22,2/12/22,Pre_Exposure,PE,C,1
OF100,OF100,Y,D,20,3,Diseased,Diseased,0.1,4,0,NA,NA,NA,NA,2,39-1_2/8/22,39,1,20 _ 2 _ OF100,T_39_Exp_2_Box_1,1,1,1,T_39_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
S503,S503,Y,D,2,3,Diseased,Diseased,0.6,5,0,NA,NA,NA,NA,2,4-1_2/8/22,4,1,2 _ 2 _ S503,T_4_Exp_2_Box_1,1,1,1,T_4_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/17/22,2/12/22,Pre_Exposure,PE,C,1
15-431,15_431,Y,D,21,3,Diseased,Diseased,0.1,4,0,NA,NA,NA,NA,2,42-1_2/8/22,42,1,21 _ 2 _ 15-431,T_42_Exp_2_Box_1,1,1,1,T_42_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
GB13,GB13,N,D,22,3,Diseased,Diseased,0.5,6,0,NA,NA,NA,NA,2,43-1_2/8/22,43,1,22 _ 2 _ GB13,T_43_Exp_2_Box_1,1,1,0.666666667,T_43_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/18/22,2/12/22,Pre_Exposure,PE,C,1
AE3,AE3,Y,D,23,3,Diseased,Diseased,0.4,4,0,NA,NA,NA,NA,2,45-1_2/8/22,45,1,23 _ 2 _ AE3,T_45_Exp_2_Box_1,1,1,1,T_45_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
GB18,GB18,N,D,23,3,Diseased,Diseased,0.4,6,0,NA,NA,NA,NA,2,46-1_2/8/22,46,1,23 _ 2 _ GB18,T_46_Exp_2_Box_1,1,1,1,T_46_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/18/22,2/12/22,Pre_Exposure,PE,C,1
OF680,OF680,Y,D,24,3,Diseased,Diseased,0.3,5,0,NA,NA,NA,NA,2,47-1_2/8/22,47,1,24 _ 2 _ OF680,T_47_Exp_2_Box_1,1,1,1,T_47_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/17/22,2/12/22,Pre_Exposure,PE,C,1
OF5,OF5,Y,D,25,3,Diseased,Diseased,0.3,4,0,NA,NA,NA,NA,2,49-1_2/8/22,49,1,25 _ 2 _ OF5,T_49_Exp_2_Box_1,1,1,0.666666667,T_49_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
GB4,GB4,N,D,27,3,Diseased,Diseased,0.1,4,0,NA,NA,NA,NA,2,53-1_2/8/22,53,1,27 _ 2 _ GB4,T_53_Exp_2_Box_1,1,1,0.666666667,T_53_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
S575,S575,Y,D,27,3,Diseased,Diseased,0.5,5,0,NA,NA,NA,NA,2,54-1_2/8/22,54,1,27 _ 2 _ S575,T_54_Exp_2_Box_1,1,1,0.666666667,T_54_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/17/22,2/12/22,Pre_Exposure,PE,C,1
OF75,OF75,Y,D,28,3,Diseased,Diseased,0.4,4,0,NA,NA,NA,NA,2,56-1_2/8/22,56,1,28 _ 2 _ OF75,T_56_Exp_2_Box_1,1,1,1,T_56_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
S509,S509,Y,D,29,3,Diseased,Diseased,0.3,5,0,NA,NA,NA,NA,2,58-1_2/8/22,58,1,29 _ 2 _ S509,T_58_Exp_2_Box_1,1,1,1,T_58_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/17/22,2/12/22,Pre_Exposure,PE,C,1
OF125,OF125,Y,D,30,3,Diseased,Diseased,0.5,4,0,NA,NA,NA,NA,2,59-1_2/8/22,59,1,30 _ 2 _ OF125,T_59_Exp_2_Box_1,1,1,1,T_59_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
OF132,OF132,Y,D,31,3,Diseased,Diseased,0.25,4,0,NA,NA,NA,NA,2,62-1_2/8/22,62,1,31 _ 2 _ OF132,T_62_Exp_2_Box_1,1,1,0.666666667,T_62_Exp_2,0,1,0,0,1,Pre_Exposure,2/8/22,NA,2/16/22,2/12/22,Pre_Exposure,PE,C,1
